pref,date,ML,Low_90,High_90,Low_50,High_50
国立市,2020-05-03,0.64,0.00,3.61,0.13,1.64
国立市,2020-05-04,0.64,0.00,3.64,0.09,1.62
国立市,2020-05-05,0.65,0.00,3.68,0.11,1.65
国立市,2020-05-06,0.65,0.00,3.71,0.15,1.70
墨田区,2020-03-31,3.00,0.86,6.84,1.86,4.27
墨田区,2020-04-01,3.03,0.87,6.96,1.84,4.29
墨田区,2020-04-02,2.92,0.80,6.27,1.85,4.08
墨田区,2020-04-03,2.83,0.71,5.83,1.78,3.88
墨田区,2020-04-04,2.76,0.70,5.58,1.77,3.78
墨田区,2020-04-05,2.69,0.56,5.28,1.70,3.65
墨田区,2020-04-06,2.63,0.48,5.07,1.61,3.52
墨田区,2020-04-07,2.86,0.66,5.34,1.79,3.74
墨田区,2020-04-08,2.98,0.78,5.34,2.06,3.95
墨田区,2020-04-09,2.74,0.61,4.84,1.83,3.59
墨田区,2020-04-10,2.55,0.47,4.47,1.62,3.30
墨田区,2020-04-11,2.40,0.38,4.20,1.50,3.12
墨田区,2020-04-12,2.07,0.16,3.71,1.19,2.75
墨田区,2020-04-13,2.20,0.25,3.87,1.33,2.90
墨田区,2020-04-14,2.28,0.38,3.99,1.44,2.99
墨田区,2020-04-15,2.32,0.37,3.92,1.47,2.98
墨田区,2020-04-16,2.14,0.30,3.67,1.39,2.84
墨田区,2020-04-17,1.82,0.09,3.22,1.01,2.41
墨田区,2020-04-18,1.73,0.09,3.13,0.90,2.28
墨田区,2020-04-19,1.64,0.10,3.06,0.80,2.16
墨田区,2020-04-20,1.55,0.01,2.91,0.71,2.05
墨田区,2020-04-21,1.47,0.03,2.86,0.62,1.94
墨田区,2020-04-22,1.39,0.00,2.78,0.64,1.93
墨田区,2020-04-23,1.51,0.02,2.87,0.75,2.06
墨田区,2020-04-24,1.42,0.00,2.77,0.64,1.92
墨田区,2020-04-25,1.14,0.00,2.57,0.44,1.64
墨田区,2020-04-26,1.07,0.00,2.54,0.34,1.53
墨田区,2020-04-27,0.77,0.00,2.39,0.27,1.37
墨田区,2020-04-28,0.61,0.00,2.27,0.13,1.16
墨田区,2020-04-29,1.18,0.00,2.68,0.46,1.70
墨田区,2020-04-30,1.33,0.00,2.74,0.60,1.86
墨田区,2020-05-01,1.06,0.00,2.52,0.39,1.56
墨田区,2020-05-02,1.01,0.00,2.48,0.35,1.50
墨田区,2020-05-03,0.77,0.00,2.32,0.22,1.29
墨田区,2020-05-04,0.54,0.00,2.09,0.11,1.04
墨田区,2020-05-05,0.49,0.00,2.02,0.06,0.94
墨田区,2020-05-06,0.58,0.00,2.19,0.14,1.10
多摩市,2020-03-31,3.00,0.86,6.84,1.86,4.27
多摩市,2020-04-01,3.03,0.87,6.96,1.84,4.29
多摩市,2020-04-02,3.06,0.81,7.01,1.82,4.31
多摩市,2020-04-03,3.08,0.76,7.06,1.91,4.43
多摩市,2020-04-04,3.11,0.64,7.04,1.86,4.42
多摩市,2020-04-05,3.13,0.60,7.08,1.82,4.42
多摩市,2020-04-06,3.16,0.59,7.14,1.87,4.50
多摩市,2020-04-07,3.18,0.49,7.11,1.95,4.61
多摩市,2020-04-08,3.20,0.42,7.10,1.85,4.55
多摩市,2020-04-09,3.22,0.40,7.13,1.89,4.62
多摩市,2020-04-10,3.06,0.38,6.36,1.83,4.31
多摩市,2020-04-11,3.37,0.61,6.57,2.09,4.56
多摩市,2020-04-12,3.06,0.47,5.72,1.94,4.14
多摩市,2020-04-13,2.84,0.40,5.22,1.71,3.76
多摩市,2020-04-14,2.66,0.32,4.84,1.55,3.50
多摩市,2020-04-15,2.51,0.27,4.56,1.48,3.35
多摩市,2020-04-16,2.38,0.18,4.29,1.41,3.22
多摩市,2020-04-17,2.26,0.12,4.08,1.23,3.00
多摩市,2020-04-18,2.15,0.08,3.91,1.15,2.88
多摩市,2020-04-19,1.78,0.00,3.51,0.72,2.37
多摩市,2020-04-20,1.72,0.00,3.49,0.72,2.36
多摩市,2020-04-21,1.66,0.00,3.46,0.70,2.33
多摩市,2020-04-22,1.60,0.00,3.44,0.64,2.26
多摩市,2020-04-23,1.87,0.00,3.64,0.81,2.51
多摩市,2020-04-24,1.77,0.03,3.56,0.71,2.37
多摩市,2020-04-25,1.67,0.01,3.45,0.64,2.26
多摩市,2020-04-26,1.19,0.00,3.16,0.36,1.84
多摩市,2020-04-27,1.10,0.00,3.15,0.32,1.79
多摩市,2020-04-28,0.67,0.00,2.94,0.19,1.52
多摩市,2020-04-29,0.66,0.00,2.98,0.20,1.54
多摩市,2020-04-30,0.67,0.00,3.03,0.14,1.50
多摩市,2020-05-01,0.67,0.00,3.07,0.15,1.52
多摩市,2020-05-02,0.67,0.00,3.12,0.18,1.56
多摩市,2020-05-03,0.67,0.00,3.16,0.13,1.53
多摩市,2020-05-04,0.67,0.00,3.20,0.15,1.56
多摩市,2020-05-05,0.67,0.00,3.24,0.17,1.59
多摩市,2020-05-06,0.67,0.00,3.28,0.12,1.56
大田区,2020-03-31,3.00,0.86,6.84,1.86,4.27
大田区,2020-04-01,2.90,0.85,6.22,1.80,4.00
大田区,2020-04-02,3.19,1.00,6.42,2.02,4.27
大田区,2020-04-03,3.70,1.32,6.63,2.51,4.74
大田区,2020-04-04,3.74,1.50,6.15,2.67,4.62
大田区,2020-04-05,3.10,1.21,5.13,2.23,3.86
大田区,2020-04-06,2.73,0.92,4.49,1.89,3.37
大田区,2020-04-07,2.32,0.62,3.94,1.56,2.94
大田区,2020-04-08,2.03,0.38,3.54,1.25,2.59
大田区,2020-04-09,1.94,0.32,3.42,1.18,2.51
大田区,2020-04-10,1.86,0.20,3.25,1.14,2.46
大田区,2020-04-11,1.78,0.17,3.16,1.00,2.32
大田区,2020-04-12,1.70,0.10,3.04,0.96,2.27
大田区,2020-04-13,1.47,0.00,2.78,0.69,1.97
大田区,2020-04-14,1.41,0.03,2.78,0.61,1.89
大田区,2020-04-15,1.34,0.00,2.73,0.63,1.90
大田区,2020-04-16,1.47,0.00,2.84,0.69,2.00
大田区,2020-04-17,1.58,0.06,2.96,0.75,2.08
大田区,2020-04-18,1.49,0.07,2.88,0.66,1.96
大田区,2020-04-19,1.40,0.00,2.74,0.60,1.87
大田区,2020-04-20,1.33,0.01,2.68,0.58,1.82
大田区,2020-04-21,1.43,0.02,2.75,0.63,1.89
大田区,2020-04-22,1.66,0.15,2.99,0.93,2.20
大田区,2020-04-23,1.81,0.27,3.13,1.06,2.31
大田区,2020-04-24,1.53,0.11,2.75,0.84,2.02
大田区,2020-04-25,1.02,0.00,2.27,0.40,1.46
大田区,2020-04-26,0.54,0.00,1.98,0.09,0.99
大田区,2020-04-27,0.44,0.00,1.83,0.08,0.87
大田区,2020-04-28,0.52,0.00,1.99,0.11,0.98
大田区,2020-04-29,0.61,0.00,2.14,0.16,1.11
大田区,2020-04-30,1.02,0.00,2.51,0.47,1.61
大田区,2020-05-01,1.66,0.16,3.03,0.99,2.26
大田区,2020-05-02,1.65,0.23,2.99,0.92,2.14
大田区,2020-05-03,1.52,0.12,2.73,0.92,2.07
大田区,2020-05-04,1.05,0.00,2.24,0.42,1.46
大田区,2020-05-05,0.51,0.00,1.87,0.13,0.97
大田区,2020-05-06,0.39,0.00,1.66,0.02,0.73
小平市,2020-03-31,3.00,0.86,6.84,1.86,4.27
小平市,2020-04-01,3.03,0.87,6.96,1.84,4.29
小平市,2020-04-02,2.58,0.63,5.63,1.57,3.60
小平市,2020-04-03,2.61,0.56,5.67,1.61,3.68
小平市,2020-04-04,2.28,0.38,4.89,1.29,3.15
小平市,2020-04-05,2.30,0.26,4.85,1.34,3.24
小平市,2020-04-06,2.32,0.24,4.89,1.27,3.22
小平市,2020-04-07,2.34,0.16,4.87,1.27,3.26
小平市,2020-04-08,2.35,0.12,4.88,1.27,3.30
小平市,2020-04-09,1.96,0.00,4.06,0.97,2.78
小平市,2020-04-10,1.63,0.00,3.67,0.59,2.28
小平市,2020-04-11,1.61,0.00,3.71,0.61,2.32
小平市,2020-04-12,1.58,0.00,3.75,0.44,2.18
小平市,2020-04-13,1.54,0.00,3.79,0.52,2.27
小平市,2020-04-14,1.49,0.00,3.83,0.42,2.19
小平市,2020-04-15,1.43,0.00,3.87,0.34,2.13
小平市,2020-04-16,0.72,0.00,3.38,0.24,1.76
小平市,2020-04-17,0.58,0.00,3.08,0.07,1.41
小平市,2020-04-18,0.59,0.00,3.12,0.09,1.44
小平市,2020-04-19,0.53,0.00,2.80,0.10,1.27
小平市,2020-04-20,0.56,0.00,2.79,0.13,1.30
小平市,2020-04-21,0.51,0.00,2.58,0.05,1.11
小平市,2020-04-22,0.52,0.00,2.62,0.06,1.14
小平市,2020-04-23,0.48,0.00,2.43,0.07,1.05
小平市,2020-04-24,0.50,0.00,2.48,0.04,1.05
小平市,2020-04-25,0.53,0.00,2.49,0.08,1.10
小平市,2020-04-26,0.48,0.00,2.32,0.06,1.00
小平市,2020-04-27,0.50,0.00,2.37,0.13,1.09
小平市,2020-04-28,0.52,0.00,2.42,0.07,1.06
小平市,2020-04-29,0.53,0.00,2.47,0.11,1.12
小平市,2020-04-30,0.54,0.00,2.52,0.06,1.10
小平市,2020-05-01,0.55,0.00,2.57,0.08,1.14
小平市,2020-05-02,0.56,0.00,2.62,0.10,1.18
小平市,2020-05-03,0.56,0.00,2.67,0.11,1.21
小平市,2020-05-04,0.57,0.00,2.71,0.12,1.24
小平市,2020-05-05,0.58,0.00,2.76,0.12,1.26
小平市,2020-05-06,0.58,0.00,2.81,0.12,1.28
小金井市,2020-03-31,3.00,0.86,6.84,1.86,4.27
小金井市,2020-04-01,3.03,0.87,6.96,1.84,4.29
小金井市,2020-04-02,2.58,0.63,5.63,1.57,3.60
小金井市,2020-04-03,2.61,0.56,5.67,1.61,3.68
小金井市,2020-04-04,2.63,0.56,5.76,1.65,3.76
小金井市,2020-04-05,2.66,0.41,5.70,1.53,3.69
小金井市,2020-04-06,2.29,0.21,4.83,1.25,3.19
小金井市,2020-04-07,2.31,0.12,4.80,1.25,3.23
小金井市,2020-04-08,2.26,0.11,4.61,1.28,3.21
小金井市,2020-04-09,1.94,0.00,4.04,0.89,2.70
小金井市,2020-04-10,1.94,0.00,4.08,0.92,2.76
小金井市,2020-04-11,0.62,0.00,3.00,0.18,1.53
小金井市,2020-04-12,0.62,0.00,3.05,0.15,1.51
小金井市,2020-04-13,0.64,0.00,3.09,0.15,1.52
小金井市,2020-04-14,0.65,0.00,3.14,0.17,1.55
小金井市,2020-04-15,0.65,0.00,3.18,0.22,1.61
小金井市,2020-04-16,0.66,0.00,3.22,0.13,1.54
小金井市,2020-04-17,0.66,0.00,3.26,0.16,1.58
小金井市,2020-04-18,0.56,0.00,2.96,0.08,1.33
小金井市,2020-04-19,0.58,0.00,3.00,0.14,1.40
小金井市,2020-04-20,0.52,0.00,2.74,0.10,1.22
小金井市,2020-04-21,0.54,0.00,2.78,0.09,1.23
小金井市,2020-04-22,0.55,0.00,2.83,0.09,1.25
小金井市,2020-04-23,0.56,0.00,2.87,0.09,1.27
小金井市,2020-04-24,0.58,0.00,2.85,0.12,1.30
小金井市,2020-04-25,0.59,0.00,2.84,0.08,1.27
小金井市,2020-04-26,0.60,0.00,2.83,0.10,1.29
小金井市,2020-04-27,0.53,0.00,2.60,0.10,1.17
小金井市,2020-04-28,0.54,0.00,2.65,0.11,1.20
小金井市,2020-04-29,0.55,0.00,2.70,0.12,1.23
小金井市,2020-04-30,0.56,0.00,2.74,0.12,1.25
小金井市,2020-05-01,0.57,0.00,2.79,0.12,1.27
小金井市,2020-05-02,0.58,0.00,2.83,0.12,1.29
小金井市,2020-05-03,0.58,0.00,2.88,0.12,1.31
小金井市,2020-05-04,0.59,0.00,2.92,0.11,1.32
小金井市,2020-05-05,0.59,0.00,2.96,0.10,1.33
小金井市,2020-05-06,0.60,0.00,3.00,0.09,1.34
府中市,2020-03-31,3.00,0.86,6.84,1.86,4.27
府中市,2020-04-01,3.03,0.87,6.96,1.84,4.29
府中市,2020-04-02,3.06,0.81,7.01,1.82,4.31
府中市,2020-04-03,3.08,0.76,7.06,1.91,4.43
府中市,2020-04-04,3.11,0.64,7.04,1.86,4.42
府中市,2020-04-05,3.13,0.60,7.08,1.82,4.42
府中市,2020-04-06,3.16,0.59,7.14,1.87,4.50
府中市,2020-04-07,3.02,0.48,6.33,1.88,4.27
府中市,2020-04-08,2.90,0.43,5.86,1.76,4.01
府中市,2020-04-09,3.18,0.70,6.16,1.95,4.22
府中市,2020-04-10,2.94,0.51,5.46,1.83,3.90
府中市,2020-04-11,2.75,0.46,5.07,1.68,3.63
府中市,2020-04-12,2.60,0.33,4.70,1.68,3.54
府中市,2020-04-13,2.73,0.44,4.78,1.74,3.57
府中市,2020-04-14,2.29,0.19,4.11,1.31,3.03
府中市,2020-04-15,2.43,0.28,4.24,1.46,3.17
府中市,2020-04-16,2.27,0.20,3.98,1.37,3.02
府中市,2020-04-17,2.14,0.20,3.82,1.19,2.80
府中市,2020-04-18,2.02,0.18,3.67,1.10,2.67
府中市,2020-04-19,1.69,0.00,3.23,0.81,2.31
府中市,2020-04-20,1.36,0.00,3.01,0.51,1.93
府中市,2020-04-21,1.58,0.00,3.20,0.65,2.15
府中市,2020-04-22,1.51,0.00,3.15,0.58,2.06
府中市,2020-04-23,1.70,0.02,3.30,0.85,2.37
府中市,2020-04-24,1.60,0.02,3.20,0.79,2.27
府中市,2020-04-25,1.51,0.00,3.10,0.61,2.06
府中市,2020-04-26,1.13,0.00,2.86,0.34,1.68
府中市,2020-04-27,1.05,0.00,2.84,0.37,1.69
府中市,2020-04-28,0.97,0.00,2.82,0.29,1.60
府中市,2020-04-29,0.92,0.00,2.80,0.35,1.64
府中市,2020-04-30,1.21,0.00,2.95,0.44,1.81
府中市,2020-05-01,1.43,0.00,3.05,0.54,1.96
府中市,2020-05-02,1.35,0.00,2.94,0.51,1.88
府中市,2020-05-03,1.01,0.00,2.70,0.38,1.63
府中市,2020-05-04,0.71,0.00,2.52,0.21,1.36
府中市,2020-05-05,0.58,0.00,2.39,0.13,1.19
府中市,2020-05-06,0.51,0.00,2.28,0.12,1.10
文京区,2020-03-31,3.00,0.86,6.84,1.86,4.27
文京区,2020-04-01,3.03,0.87,6.96,1.84,4.29
文京区,2020-04-02,3.06,0.81,7.01,1.82,4.31
文京区,2020-04-03,2.94,0.77,6.33,1.78,4.05
文京区,2020-04-04,2.85,0.64,5.84,1.80,3.93
文京区,2020-04-05,2.77,0.61,5.56,1.76,3.80
文京区,2020-04-06,2.70,0.55,5.32,1.67,3.65
文京区,2020-04-07,2.94,0.65,5.51,1.84,3.86
文京区,2020-04-08,2.76,0.57,5.11,1.70,3.60
文京区,2020-04-09,2.89,0.65,5.11,1.95,3.80
文京区,2020-04-10,2.67,0.54,4.70,1.73,3.47
文京区,2020-04-11,2.27,0.25,4.07,1.32,2.97
文京区,2020-04-12,2.19,0.25,3.97,1.24,2.87
文京区,2020-04-13,1.89,0.03,3.51,0.97,2.55
文京区,2020-04-14,2.30,0.24,4.03,1.34,2.99
文京区,2020-04-15,2.17,0.17,3.81,1.27,2.87
文京区,2020-04-16,2.25,0.31,3.94,1.35,2.93
文京区,2020-04-17,2.10,0.18,3.65,1.19,2.72
文京区,2020-04-18,1.77,0.05,3.25,0.93,2.39
文京区,2020-04-19,1.69,0.01,3.14,0.84,2.28
文京区,2020-04-20,1.38,0.00,2.91,0.51,1.88
文京区,2020-04-21,1.30,0.00,2.89,0.46,1.82
文京区,2020-04-22,1.22,0.00,2.87,0.39,1.74
文京区,2020-04-23,1.15,0.00,2.85,0.33,1.67
文京区,2020-04-24,1.07,0.00,2.83,0.36,1.68
文京区,2020-04-25,1.00,0.00,2.82,0.30,1.61
文京区,2020-04-26,0.69,0.00,2.64,0.19,1.39
文京区,2020-04-27,0.68,0.00,2.66,0.20,1.40
文京区,2020-04-28,0.68,0.00,2.68,0.25,1.45
文京区,2020-04-29,0.57,0.00,2.53,0.08,1.19
文京区,2020-04-30,0.58,0.00,2.58,0.13,1.25
文京区,2020-05-01,0.59,0.00,2.60,0.11,1.24
文京区,2020-05-02,0.71,0.00,2.79,0.22,1.46
文京区,2020-05-03,0.92,0.00,2.95,0.29,1.63
文京区,2020-05-04,0.92,0.00,2.87,0.25,1.56
文京区,2020-05-05,1.18,0.00,2.98,0.42,1.79
文京区,2020-05-06,1.13,0.00,2.87,0.41,1.73
新宿区,2020-03-31,3.00,0.86,6.84,1.86,4.27
新宿区,2020-04-01,2.63,0.82,5.18,1.75,3.56
新宿区,2020-04-02,2.64,0.83,4.83,1.74,3.41
新宿区,2020-04-03,2.59,0.85,4.54,1.74,3.28
新宿区,2020-04-04,2.68,0.96,4.45,1.88,3.33
新宿区,2020-04-05,2.52,0.88,4.10,1.79,3.12
新宿区,2020-04-06,2.38,0.82,3.84,1.65,2.90
新宿区,2020-04-07,2.36,0.87,3.74,1.72,2.90
新宿区,2020-04-08,2.21,0.79,3.51,1.58,2.70
新宿区,2020-04-09,2.17,0.78,3.39,1.58,2.65
新宿区,2020-04-10,2.11,0.77,3.27,1.49,2.52
新宿区,2020-04-11,1.89,0.60,3.00,1.31,2.30
新宿区,2020-04-12,1.57,0.32,2.62,1.00,1.97
新宿区,2020-04-13,1.40,0.19,2.41,0.84,1.80
新宿区,2020-04-14,1.16,0.03,2.12,0.61,1.55
新宿区,2020-04-15,1.02,0.00,2.01,0.53,1.45
新宿区,2020-04-16,0.86,0.00,1.94,0.32,1.22
新宿区,2020-04-17,0.94,0.00,2.02,0.38,1.31
新宿区,2020-04-18,0.91,0.00,2.01,0.41,1.33
新宿区,2020-04-19,0.88,0.00,2.00,0.34,1.26
新宿区,2020-04-20,0.66,0.00,1.84,0.18,1.03
新宿区,2020-04-21,0.66,0.00,1.86,0.22,1.07
新宿区,2020-04-22,0.59,0.00,1.81,0.16,0.98
新宿区,2020-04-23,0.54,0.00,1.76,0.13,0.92
新宿区,2020-04-24,0.51,0.00,1.72,0.16,0.92
新宿区,2020-04-25,0.53,0.00,1.77,0.16,0.94
新宿区,2020-04-26,0.55,0.00,1.80,0.16,0.96
新宿区,2020-04-27,0.51,0.00,1.76,0.10,0.88
新宿区,2020-04-28,0.48,0.00,1.72,0.13,0.88
新宿区,2020-04-29,0.56,0.00,1.86,0.15,0.97
新宿区,2020-04-30,0.57,0.00,1.89,0.14,0.98
新宿区,2020-05-01,0.66,0.00,2.01,0.22,1.12
新宿区,2020-05-02,0.76,0.00,2.11,0.24,1.20
新宿区,2020-05-03,0.88,0.00,2.20,0.34,1.34
新宿区,2020-05-04,0.87,0.00,2.16,0.32,1.31
新宿区,2020-05-05,0.85,0.00,2.14,0.31,1.29
新宿区,2020-05-06,0.83,0.00,2.12,0.32,1.29
日野市,2020-03-31,3.00,0.86,6.84,1.86,4.27
日野市,2020-04-01,3.03,0.87,6.96,1.84,4.29
日野市,2020-04-02,2.58,0.63,5.63,1.57,3.60
日野市,2020-04-03,2.61,0.56,5.67,1.61,3.68
日野市,2020-04-04,2.63,0.56,5.76,1.65,3.76
日野市,2020-04-05,2.00,0.16,4.23,1.10,2.82
日野市,2020-04-06,2.01,0.07,4.20,1.04,2.81
日野市,2020-04-07,1.50,0.00,3.38,0.55,2.09
日野市,2020-04-08,1.49,0.00,3.43,0.49,2.06
日野市,2020-04-09,1.46,0.00,3.47,0.51,2.10
日野市,2020-04-10,1.40,0.00,3.43,0.42,2.00
日野市,2020-04-11,1.33,0.00,3.39,0.46,2.02
日野市,2020-04-12,0.76,0.00,3.12,0.23,1.64
日野市,2020-04-13,0.73,0.00,3.16,0.25,1.67
日野市,2020-04-14,0.59,0.00,2.91,0.11,1.38
日野市,2020-04-15,0.60,0.00,2.95,0.13,1.41
日野市,2020-04-16,0.61,0.00,3.00,0.09,1.39
日野市,2020-04-17,0.62,0.00,3.04,0.12,1.43
日野市,2020-04-18,0.54,0.00,2.79,0.05,1.22
日野市,2020-04-19,0.56,0.00,2.83,0.10,1.28
日野市,2020-04-20,0.57,0.00,2.87,0.09,1.29
日野市,2020-04-21,0.69,0.00,3.11,0.17,1.51
日野市,2020-04-22,0.51,0.00,2.58,0.03,1.10
日野市,2020-04-23,0.53,0.00,2.63,0.11,1.19
日野市,2020-04-24,0.54,0.00,2.67,0.11,1.21
日野市,2020-04-25,0.56,0.00,2.72,0.12,1.24
日野市,2020-04-26,0.50,0.00,2.51,0.06,1.08
日野市,2020-04-27,0.52,0.00,2.55,0.08,1.12
日野市,2020-04-28,0.53,0.00,2.60,0.11,1.17
日野市,2020-04-29,0.49,0.00,2.41,0.08,1.05
日野市,2020-04-30,0.51,0.00,2.46,0.05,1.05
日野市,2020-05-01,0.52,0.00,2.50,0.07,1.09
日野市,2020-05-02,0.54,0.00,2.55,0.10,1.14
日野市,2020-05-03,0.55,0.00,2.60,0.14,1.20
日野市,2020-05-04,0.55,0.00,2.65,0.07,1.16
日野市,2020-05-05,0.56,0.00,2.69,0.08,1.19
日野市,2020-05-06,0.57,0.00,2.74,0.09,1.22
昭島市,2020-03-31,3.00,0.86,6.84,1.86,4.27
昭島市,2020-04-01,3.03,0.87,6.96,1.84,4.29
昭島市,2020-04-02,3.06,0.81,7.01,1.82,4.31
昭島市,2020-04-03,3.08,0.76,7.06,1.91,4.43
昭島市,2020-04-04,2.60,0.45,5.63,1.51,3.62
昭島市,2020-04-05,2.63,0.39,5.65,1.52,3.67
昭島市,2020-04-06,2.27,0.16,4.76,1.26,3.19
昭島市,2020-04-07,2.28,0.13,4.78,1.27,3.24
昭島市,2020-04-08,1.96,0.02,4.15,0.91,2.74
昭島市,2020-04-09,1.96,0.01,4.18,0.96,2.82
昭島市,2020-04-10,1.97,0.00,4.21,0.85,2.75
昭島市,2020-04-11,1.96,0.00,4.25,0.83,2.76
昭島市,2020-04-12,1.96,0.00,4.29,0.78,2.74
昭島市,2020-04-13,1.95,0.00,4.32,0.85,2.83
昭島市,2020-04-14,1.93,0.00,4.36,0.70,2.71
昭島市,2020-04-15,1.92,0.00,4.39,0.68,2.71
昭島市,2020-04-16,1.89,0.00,4.43,0.64,2.69
昭島市,2020-04-17,1.87,0.00,4.46,0.57,2.64
昭島市,2020-04-18,1.84,0.00,4.50,0.49,2.58
昭島市,2020-04-19,0.80,0.00,3.79,0.28,2.00
昭島市,2020-04-20,0.60,0.00,3.39,0.11,1.59
昭島市,2020-04-21,0.61,0.00,3.43,0.11,1.60
昭島市,2020-04-22,0.63,0.00,3.47,0.12,1.62
昭島市,2020-04-23,0.64,0.00,3.50,0.13,1.64
昭島市,2020-04-24,0.65,0.00,3.54,0.16,1.68
昭島市,2020-04-25,0.65,0.00,3.58,0.10,1.64
昭島市,2020-04-26,0.56,0.00,3.18,0.07,1.39
昭島市,2020-04-27,0.57,0.00,3.22,0.12,1.45
昭島市,2020-04-28,0.59,0.00,3.26,0.08,1.43
昭島市,2020-04-29,0.60,0.00,3.30,0.06,1.43
昭島市,2020-04-30,0.61,0.00,3.33,0.11,1.49
昭島市,2020-05-01,0.61,0.00,3.37,0.08,1.48
昭島市,2020-05-02,0.54,0.00,3.00,0.10,1.31
昭島市,2020-05-03,0.55,0.00,3.04,0.08,1.31
昭島市,2020-05-04,0.57,0.00,3.08,0.08,1.33
昭島市,2020-05-05,0.51,0.00,2.77,0.03,1.14
昭島市,2020-05-06,0.53,0.00,2.81,0.04,1.17
杉並区,2020-03-31,3.00,0.86,6.84,1.86,4.27
杉並区,2020-04-01,2.79,0.87,5.79,1.80,3.83
杉並区,2020-04-02,2.94,0.95,5.67,1.90,3.87
杉並区,2020-04-03,3.26,1.16,5.70,2.25,4.15
杉並区,2020-04-04,3.06,1.13,5.14,2.17,3.84
杉並区,2020-04-05,2.87,1.06,4.70,2.04,3.55
杉並区,2020-04-06,2.70,1.02,4.38,1.94,3.33
杉並区,2020-04-07,2.27,0.66,3.78,1.59,2.88
杉並区,2020-04-08,1.98,0.40,3.37,1.26,2.51
杉並区,2020-04-09,1.87,0.31,3.21,1.21,2.44
杉並区,2020-04-10,1.65,0.20,2.96,0.91,2.13
杉並区,2020-04-11,1.45,0.02,2.66,0.72,1.92
杉並区,2020-04-12,1.53,0.10,2.81,0.76,1.99
杉並区,2020-04-13,1.60,0.11,2.87,0.83,2.07
杉並区,2020-04-14,1.51,0.08,2.77,0.77,1.99
杉並区,2020-04-15,1.57,0.09,2.81,0.84,2.06
杉並区,2020-04-16,1.48,0.05,2.69,0.82,2.01
杉並区,2020-04-17,1.39,0.02,2.59,0.70,1.87
杉並区,2020-04-18,1.32,0.04,2.54,0.62,1.77
杉並区,2020-04-19,1.25,0.00,2.45,0.55,1.68
杉並区,2020-04-20,1.02,0.00,2.30,0.40,1.47
杉並区,2020-04-21,0.79,0.00,2.18,0.27,1.28
杉並区,2020-04-22,0.63,0.00,2.09,0.20,1.15
杉並区,2020-04-23,0.75,0.00,2.21,0.26,1.27
杉並区,2020-04-24,0.75,0.00,2.21,0.23,1.24
杉並区,2020-04-25,0.63,0.00,2.10,0.16,1.11
杉並区,2020-04-26,0.63,0.00,2.12,0.20,1.15
杉並区,2020-04-27,0.56,0.00,2.03,0.12,1.02
杉並区,2020-04-28,0.51,0.00,1.96,0.12,0.97
杉並区,2020-04-29,0.59,0.00,2.11,0.15,1.08
杉並区,2020-04-30,0.69,0.00,2.24,0.26,1.26
杉並区,2020-05-01,0.69,0.00,2.24,0.18,1.19
杉並区,2020-05-02,0.99,0.00,2.48,0.37,1.50
杉並区,2020-05-03,1.14,0.01,2.54,0.46,1.62
杉並区,2020-05-04,0.93,0.00,2.34,0.31,1.39
杉並区,2020-05-05,0.89,0.00,2.31,0.33,1.39
杉並区,2020-05-06,0.71,0.00,2.17,0.25,1.24
東久留米市,2020-03-31,3.00,0.86,6.84,1.86,4.27
東久留米市,2020-04-01,3.03,0.87,6.96,1.84,4.29
東久留米市,2020-04-02,3.06,0.81,7.01,1.82,4.31
東久留米市,2020-04-03,3.08,0.76,7.06,1.91,4.43
東久留米市,2020-04-04,2.60,0.45,5.63,1.51,3.62
東久留米市,2020-04-05,2.63,0.39,5.65,1.52,3.67
東久留米市,2020-04-06,2.65,0.33,5.66,1.51,3.70
東久留米市,2020-04-07,2.67,0.28,5.67,1.50,3.73
東久留米市,2020-04-08,2.69,0.26,5.70,1.61,3.87
東久留米市,2020-04-09,2.70,0.20,5.69,1.54,3.84
東久留米市,2020-04-10,2.72,0.20,5.73,1.48,3.82
東久留米市,2020-04-11,2.26,0.00,4.73,1.06,3.16
東久留米市,2020-04-12,2.26,0.02,4.78,1.06,3.19
東久留米市,2020-04-13,1.76,0.00,4.01,0.58,2.44
東久留米市,2020-04-14,1.69,0.00,3.91,0.53,2.35
東久留米市,2020-04-15,2.71,0.23,4.98,1.55,3.62
東久留米市,2020-04-16,0.81,0.00,3.21,0.19,1.67
東久留米市,2020-04-17,0.72,0.00,3.26,0.17,1.66
東久留米市,2020-04-18,0.71,0.00,3.30,0.27,1.76
東久留米市,2020-04-19,0.71,0.00,3.34,0.16,1.67
東久留米市,2020-04-20,0.59,0.00,3.05,0.15,1.47
東久留米市,2020-04-21,0.60,0.00,3.09,0.09,1.43
東久留米市,2020-04-22,0.61,0.00,3.13,0.11,1.46
東久留米市,2020-04-23,0.62,0.00,3.17,0.15,1.51
東久留米市,2020-04-24,0.63,0.00,3.21,0.11,1.49
東久留米市,2020-04-25,0.63,0.00,3.25,0.14,1.53
東久留米市,2020-04-26,0.64,0.00,3.29,0.10,1.51
東久留米市,2020-04-27,0.64,0.00,3.33,0.13,1.55
東久留米市,2020-04-28,0.64,0.00,3.37,0.10,1.54
東久留米市,2020-04-29,0.65,0.00,3.41,0.13,1.58
